frame;lat;lon;alt;object;start_x;start_y;end_x;end_y
1;-21.7367754;165.566509;208.565;
2;-21.73677704;165.5664481;208.6538;
3;-21.73677886;165.56634622;208.8064;
4;-21.73677954;165.56624438;208.9454;
5;-21.73677836;165.56614224;209.051;
6;-21.73677612;165.56604002;209.1664;
7;-21.7367725;165.56593756;209.2146;
8;-21.736767016667;165.56582566667;209.17133333333;
9;-21.73676026;165.5657132;209.1578;
10;-21.73675212;165.56559878;209.1646;
11;-21.73674304;165.56548844;209.1858;
12;-21.73673326;165.56538638;209.2248;
13;-21.7367214;165.56527614;209.3278;
14;-21.73670762;165.5651614;209.4604;
15;-21.7366937;165.56505902;209.5302;
16;-21.73667844;165.56495684;209.574;
17;-21.73666014;165.5648387;209.6368;
18;-21.73664284;165.56473322;209.7714;
19;-21.73662522;165.56463198;209.9724;
20;-21.736602883333;165.56451083333;210.1555;
21;-21.73657876;165.56439044;210.4306;
22;-21.73655746;165.56429016;210.5686;
23;-21.73653544;165.56418982;210.7366;
24;-21.7365124;165.56409014;210.871;
25;-21.7364881;165.56399078;211.0272;
26;-21.73646276;165.563892;211.2204;
27;-21.73643574;165.56379344;211.3694;
28;-21.73640814;165.56369478;211.4262;
29;-21.73637978;165.5635968;211.5298;
30;-21.73635062;165.56349934;211.6376;
31;-21.73631556;165.5633864;211.6638;
32;-21.736279916667;165.5632758;211.66716666667;
33;-21.7362449;165.56316962;211.7694;
34;-21.7362085;165.56306202;211.828;
35;-21.73617272;165.56295848;211.8542;
36;-21.73613878;165.56286282;211.7876;
37;-21.7361014;165.56276006;211.8442;
38;-21.73605416;165.5626349;212.0092;
39;-21.73601744;165.56254034;212.0352;
40;-21.73597994;165.56244606;211.9804;
41;-21.7359359;165.56233716;212.0822;
42;-21.73589578;165.56224002;212.212;
43;-21.73585672;165.56214684;212.3162;
44;-21.73581698;165.56205394;212.39;
45;-21.735772433333;165.56195191667;212.46966666667;
46;-21.73572716;165.56185022;212.5348;
47;-21.73568566;165.5617584;212.6582;
48;-21.73563518;165.56164862;212.7604;
49;-21.7355925;165.56155722;212.8692;
50;-21.73554916;165.56146602;212.9754;
51;-21.73549832;165.56136052;213.122;
52;-21.73545222;165.56126622;213.2418;
53;-21.73540756;165.56117592;213.3602;
54;-21.7353583;165.56107862;213.4446;
55;-21.73530738;165.56097796;213.5394;
56;-21.73526144;165.5608883;213.5966;
57;-21.735208766667;165.5607868;213.675;
58;-21.7351497;165.56067346;213.7914;
59;-21.73510278;165.56058418;213.8818;
60;-21.73505546;165.560495;213.9622;
61;-21.73500208;165.56039536;214.0606;
62;-21.73494976;165.56029956;214.0944;
63;-21.73490086;165.56021086;214.0666;
64;-21.73485162;165.5601223;214.044;
65;-21.73480228;165.56003388;214.0026;
66;-21.73475262;165.55994542;213.939;
67;-21.73470264;165.55985714;213.849;
68;-21.73464648;165.5597584;213.7872;
69;-21.73459242;165.55966322;213.7416;
70;-21.7345371;165.55956588333;213.64033333333;
71;-21.73447724;165.55946132;213.4414;
72;-21.73442034;165.5593622;213.3046;
73;-21.73436922;165.55927368;213.206;
74;-21.7343183;165.55918514;213.1024;
75;-21.7342571;165.55907876;212.9888;
76;-21.7342061;165.55898996;212.9416;
77;-21.73415514;165.5589009;212.8634;
78;-21.73409392;165.55879414;212.7586;
79;-21.73403304;165.55868712;212.7032;
80;-21.7339825;165.5585976;212.6946;
81;-21.73393206;165.55850784;212.6966;
82;-21.733876866667;165.55840895;212.80733333333;
83;-21.73382162;165.55831006;212.8792;
84;-21.73377164;165.55822002;212.9478;
85;-21.73372198;165.5581302;213.021;
86;-21.73367232;165.55804028;213.0974;
87;-21.73362276;165.55795024;213.199;
88;-21.7335713;165.55785656;213.3092;
89;-21.73351408;165.55775216;213.4968;
90;-21.73346494;165.55766216;213.7474;
91;-21.73341578;165.5575722;213.97;
92;-21.73335882;165.55746818;214.232;
93;-21.7333082;165.55737506;214.5068;
94;-21.733254816667;165.55727678333;214.86033333333;
95;-21.73319548;165.55716808;215.2416;
96;-21.73314264;165.5570721;215.6122;
97;-21.73309354;165.55698348;215.8924;
98;-21.73304424;165.55689502;216.179;
99;-21.73299494;165.55680644;216.4218;
100;-21.73294576;165.5567179;216.6596;
101;-21.73289644;165.55662946;216.8572;
102;-21.7328456;165.55653734;217.0224;
103;-21.73278932;165.55643452;217.2398;
104;-21.73274118;165.55634566;217.4202;
105;-21.73269328;165.55625672;217.5688;
106;-21.7326363;165.55614998;217.7814;
107;-21.732584633333;165.5560523;217.98766666667;
108;-21.73253294;165.55595462;218.1142;
109;-21.73247864;165.5558518;218.2606;
110;-21.7324299;165.55575956;218.427;
111;-21.73238266;165.55567104;218.5258;
112;-21.7323314;165.55557542;218.6132;
113;-21.73227818;165.5554763;218.631;
114;-21.73223052;165.55538762;218.6344;
115;-21.732183;165.55529912;218.658;
116;-21.73212628;165.55519274;218.685;
117;-21.73207912;165.55510392;218.6322;
118;-21.73203208;165.55501502;218.5752;
119;-21.731975933333;165.5549082;218.50816666667;
120;-21.73191988;165.55480118;218.4548;
121;-21.73187314;165.55471204;218.3876;
122;-21.73182606;165.55462272;218.346;
123;-21.73176944;165.55451554;218.3278;
124;-21.73172238;165.55442628;218.2992;
125;-21.73167482;165.55433668;218.2394;
126;-21.73162156;165.55423596;218.143;
127;-21.7315703;165.55413872;218.063;
128;-21.73152312;165.55404858;218.0126;
129;-21.73147218;165.55395108;217.9868;
130;-21.73141998;165.55384998;217.995;
131;-21.731368683333;165.55375061667;218.04566666667;
