frame;lat;lon;alt;object;start_x;start_y;end_x;end_y
1;-21.5665307;165.2610376;100.875;
2;-21.566480733333;165.2610669;100.90666666667;
3;-21.566395016667;165.26111726667;101.024;
4;-21.56629745;165.26117551667;100.92866666667;
5;-21.56621576;165.26122242;100.9754;
6;-21.566136633333;165.26126808333;101.0585;
7;-21.5660404;165.2613236;101.24116666667;
8;-21.5659496;165.26137701667;101.20566666667;
9;-21.565863216667;165.26142696667;101.198;
10;-21.565764966667;165.26148363333;101.22766666667;
11;-21.565676283333;165.26153495;101.235;
12;-21.56559025;165.2615843;101.23316666667;
13;-21.56549664;165.2616373;101.2536;
14;-21.5654172;165.261682;101.36933333333;
15;-21.565330266667;165.26173075;101.45166666667;
16;-21.565233866667;165.26178526667;101.41383333333;
17;-21.565141333333;165.26183658333;101.44233333333;
18;-21.565053233333;165.2618852;101.47616666667;
19;-21.564953466667;165.26193996667;101.54166666667;
20;-21.564863866667;165.26198971667;101.58166666667;
21;-21.56478388;165.2620341;101.6394;
22;-21.564689133333;165.26208686667;101.55683333333;
23;-21.564601466667;165.262135;101.64166666667;
24;-21.564513566667;165.26218246667;101.70766666667;
25;-21.564424983333;165.26222838333;101.966;
26;-21.564336;165.26227325;102.10533333333;
27;-21.56424215;165.26231875;102.35516666667;
28;-21.564138016667;165.26236685;102.666;
29;-21.56405354;165.2624033;102.9278;
30;-21.563966066667;165.26243891667;103.25466666667;
31;-21.56384435;165.262487;103.4705;
31;-21.56384435;165.262487;103.4705;Dugong_certain;989;809;1074;869
32;-21.563749816667;165.26252038333;103.61033333333;
32;-21.563749816667;165.26252038333;103.61033333333;Dugong_certain;909;1163;1001;1218
33;-21.563651233333;165.26255056667;103.7295;
34;-21.563541933333;165.26258218333;103.7995;
35;-21.563445583333;165.26260731667;103.951;
35;-21.563445583333;165.26260731667;103.951;Turtle;509;432;566;475
36;-21.563343366667;165.2626325;104.10966666667;
36;-21.563343366667;165.2626325;104.10966666667;Turtle;387;780;454;828
37;-21.56324304;165.26265502;104.244;
37;-21.56324304;165.26265502;104.244;Turtle;232;1200;307;1257
38;-21.5631532;165.26267263333;104.23616666667;
39;-21.56304875;165.26269065;104.205;
40;-21.562938033333;165.26270731667;104.3005;
41;-21.5628377;165.26272015;104.3725;
42;-21.5627256;165.2627342;104.3825;
43;-21.562619033333;165.26274485;104.44833333333;
44;-21.562517683333;165.26275131667;104.58533333333;
45;-21.56241062;165.26275494;104.682;
45;-21.56241062;165.26275494;104.682;Round_ray;747;205;789;261
46;-21.562313133333;165.26275551667;104.716;
46;-21.562313133333;165.26275551667;104.716;Round_ray;685;491;728;551
47;-21.5622107;165.26275393333;104.67666666667;
47;-21.5622107;165.26275393333;104.67666666667;Round_ray;603;819;649;889
48;-21.56209935;165.26274948333;104.76266666667;
48;-21.56209935;165.26274948333;104.76266666667;Round_ray;492;1206;548;1284
49;-21.56198865;165.2627419;104.935;
50;-21.561886133333;165.2627333;105.13466666667;
51;-21.5617532;165.26271911667;105.26433333333;
52;-21.561648333333;165.26270453333;105.37383333333;
53;-21.56155482;165.26269016;105.6598;
54;-21.56144745;165.26267183333;105.94416666667;
55;-21.5613434;165.26265138333;106.30583333333;
56;-21.561236783333;165.26262881667;106.49633333333;
57;-21.561108316667;165.26259865;106.634;
58;-21.561008166667;165.26257231667;106.69666666667;
59;-21.560908566667;165.26254421667;106.74616666667;
60;-21.560809333333;165.26251453333;106.82933333333;
61;-21.56071878;165.2624857;106.8746;
62;-21.5606285;165.26245483333;107.02533333333;
63;-21.560530383333;165.26241983333;107.27133333333;
64;-21.560433333333;165.26238258333;107.6765;
65;-21.560337066667;165.26234436667;107.92816666667;
66;-21.560241516667;165.26230563333;108.24266666667;
67;-21.560146766667;165.2622662;108.52966666667;
68;-21.560051866667;165.26222595;108.82183333333;
69;-21.55996494;165.26218814;109.074;
70;-21.559878816667;165.26214991667;108.96983333333;
71;-21.559785133333;165.2621087;109.04033333333;
72;-21.5596758;165.26205993333;109.19833333333;
73;-21.559582066667;165.26201746667;109.357;
74;-21.559485266667;165.2619728;109.44333333333;
75;-21.5593785;165.26192335;109.40366666667;
76;-21.559284766667;165.26188011667;109.49466666667;
77;-21.5591957;165.26183898;109.6718;
78;-21.55909745;165.261793;109.92733333333;
79;-21.5590044;165.26174706667;110.14916666667;
80;-21.5589099;165.26169858333;110.343;
81;-21.558805733333;165.26164185;110.45566666667;
82;-21.558715916667;165.26158888333;110.435;
83;-21.558620866667;165.26152703333;110.21216666667;
84;-21.558527916667;165.2614617;110.1545;
85;-21.5584506;165.26140386;110.3318;
86;-21.558374016667;165.2613415;110.409;
87;-21.558284733333;165.26126295;110.498;
88;-21.558209716667;165.26119033333;110.617;
89;-21.5581264;165.26110103333;110.68233333333;
90;-21.5580483;165.26100855;110.82266666667;
91;-21.5579851;165.26092593333;110.9845;
92;-21.5579177;165.26082896667;111.217;
93;-21.55786622;165.26074634;111.4046;
94;-21.5578204;165.2606641;111.50883333333;
95;-21.5577742;165.26057266667;111.77216666667;
96;-21.557732866667;165.26047966667;112.00316666667;
97;-21.557696433333;165.26038545;112.15016666667;
98;-21.5576603;165.26027681667;112.278;
99;-21.5576333;165.26017761667;112.41016666667;
100;-21.557612266667;165.26008031667;112.45;
101;-21.55759712;165.25999062;112.529;
102;-21.557586816667;165.2599007;112.5495;
103;-21.557579983333;165.25980245;112.65666666667;
104;-21.557578033333;165.25969343333;112.67983333333;
105;-21.55758265;165.25959121667;112.3895;
106;-21.55759165;165.25949521667;112.08133333333;
